Gene	Transcript	Num_HC_uORFs	Num_HC_oORFs	Possible_uAUG_creating_SNVs	Possible_stop_removing_SNVs	HC_uAUG_creating_SNVs	HC_stop_removing_SNVs	LOEUF	ClinGen_haplo_score	ClinVar_HC_pathogenic_LoFs	Gene_class	Gene_likelihood
SMEK1	ENST00000554684	3	0	46	24	13	8	1.9400e-01	NA	0	7	High
PCGF2	ENST00000580830	3	0	30	23	9	13	4.1100e-01	NA	0	6	Moderate
CYP2A13	ENST00000330436	0	0	0	0	0	0	1.0890e+00	NA	0	0	Unknown
KCNH6	ENST00000583023	0	0	0	0	0	0	1.4010e+00	NA	0	1	Unknown
MDM1	ENST00000303145	0	0	4	0	2	0	8.9200e-01	NA	0	6	Moderate
TMEM183A	ENST00000367242	0	1	4	0	3	0	4.2700e-01	NA	0	3	Low
SSUH2	ENST00000544814	0	0	7	0	7	0	1.1820e+00	NA	0	6	Moderate
ALDH7A1	ENST00000409134	1	1	15	8	10	8	1.2400e+00	NA	2	3	Low
VDAC3	ENST00000521158	0	0	9	0	2	0	1.9300e-01	NA	0	7	High
EIF3F	ENST00000533626	4	0	77	26	12	0	3.1000e-01	NA	0	7	High
OR51T1	ENST00000380378	0	0	0	0	0	0	1.8020e+00	NA	0	0	Unknown
KCNJ10	ENST00000368089	0	0	18	0	5	0	7.6100e-01	NA	0	8	High
EDEM2	ENST00000374492	1	0	14	8	6	8	7.7700e-01	NA	0	6	Moderate
LENG8	ENST00000326764	0	1	69	8	24	0	2.4800e-01	NA	0	3	Low
DHX37	ENST00000308736	0	0	13	0	8	0	2.8900e-01	NA	0	7	High
CCNJL	ENST00000393977	1	0	25	8	8	8	1.3250e+00	NA	0	6	Moderate
CRYGN	ENST00000337323	0	0	11	0	6	0	1.8400e+00	NA	0	5	Low
AATF	ENST00000225402	0	0	28	8	12	8	1.0650e+00	NA	0	6	Moderate
SPATA31D1	ENST00000344803	0	0	5	0	1	0	1.6040e+00	NA	0	5	Low
C3orf80	ENST00000326474	0	0	0	0	0	0	1.5790e+00	NA	0	0	Unknown
ZNF630	ENST00000409324	2	0	31	21	3	0	1.1010e+00	NA	0	6	Moderate
E2F5	ENST00000416274	0	0	1	0	1	0	3.6200e-01	NA	0	7	High
WFDC13	ENST00000305479	0	0	7	0	3	0	1.5550e+00	NA	0	6	Moderate
FTSJ3	ENST00000427159	5	0	68	32	4	8	4.1200e-01	NA	0	6	Moderate
C4orf33	ENST00000281146	3	1	79	26	7	0	1.3400e+00	NA	0	3	Low
LHFPL4	ENST00000287585	1	0	17	8	2	0	6.1700e-01	NA	0	6	Moderate
SMAD4	ENST00000342988	0	0	35	8	3	0	2.2200e-01	3	9	8	High
C8orf88	ENST00000517562	0	1	16	0	4	0	8.7800e-01	NA	0	3	Low
AFM	ENST00000226355	2	0	11	13	3	0	1.3040e+00	NA	0	4	Low
G0S2	ENST00000367029	0	0	19	0	4	0	1.7570e+00	NA	0	5	Low
FCHSD2	ENST00000409418	0	0	25	0	4	0	3.6600e-01	NA	0	7	High
EEF1B2	ENST00000392222	2	0	43	10	8	5	7.5300e-01	NA	0	6	Moderate
RRP1B	ENST00000340648	0	1	9	0	5	0	7.7800e-01	NA	0	3	Low
STAT6	ENST00000300134	1	0	58	8	13	8	2.9600e-01	NA	0	7	High
ZNF195	ENST00000399602	0	0	17	0	5	0	1.1500e+00	NA	0	6	Moderate
GNL1	ENST00000376621	3	0	87	34	3	0	2.2700e-01	NA	0	7	High
ZNRF2	ENST00000323037	1	0	84	8	11	8	9.5700e-01	NA	0	6	Moderate
CCDC160	ENST00000517294	1	0	44	8	18	0	1.5580e+00	NA	0	6	Moderate
ASB16	ENST00000293414	0	0	11	0	6	0	1.5870e+00	NA	0	5	Low
PER3	ENST00000361923	2	0	20	13	7	13	8.4100e-01	NA	0	6	Moderate
ADCY8	ENST00000286355	7	0	232	65	2	5	5.3500e-01	NA	0	6	Moderate
C10orf10	ENST00000298295	0	0	25	0	15	0	1.8340e+00	NA	0	4	Low
ARMC10	ENST00000323716	1	0	40	8	19	0	1.0970e+00	NA	0	6	Moderate
PCDHGA12	ENST00000252085	3	0	24	21	8	8	8.0100e-01	NA	0	6	Moderate
PSG1	ENST00000244296	0	0	19	0	5	0	1.9860e+00	NA	0	5	Low
VARS2	ENST00000541562	0	0	8	0	7	0	6.9200e-01	NA	0	6	Moderate
DHX34	ENST00000328771	4	0	59	40	1	8	7.6800e-01	NA	0	6	Moderate
NFIC	ENST00000443272	0	0	1	0	1	0	5.4200e-01	NA	0	6	Moderate
ITPR2	ENST00000381340	0	1	53	0	13	0	6.1500e-01	NA	0	3	Low
AC105020.1	ENST00000435356	0	1	26	0	12	0	NA	NA	0	3	Low
AGXT2	ENST00000231420	0	2	22	0	3	0	1.6920e+00	NA	0	3	Low
OR6K3	ENST00000368145	0	0	0	0	0	0	1.8900e+00	NA	0	0	Unknown
H2AFZ	ENST00000296417	1	0	35	5	4	5	4.3500e-01	NA	0	6	Moderate
MLLT3	ENST00000380338	1	0	30	16	2	8	1.3100e-01	NA	0	7	High
COX4I2	ENST00000376075	0	0	4	0	1	0	1.3410e+00	NA	0	6	Moderate
CCNT2	ENST00000264157	0	0	6	0	4	0	3.4600e-01	NA	0	7	High
C10orf85	ENST00000369071	0	0	15	0	6	0	NA	NA	0	6	Moderate
KRTAP25-1	ENST00000416044	0	0	3	0	0	0	NA	NA	0	2	Low
PLK4	ENST00000270861	1	1	32	8	10	0	5.6900e-01	NA	0	3	Low
NUMBL	ENST00000252891	0	0	11	0	8	0	2.1800e-01	NA	0	7	High
RP11-762I7.5	ENST00000546837	0	0	0	0	0	0	8.7000e-02	NA	0	0	Unknown
MED16	ENST00000325464	1	0	21	8	5	0	1.0310e+00	NA	0	6	Moderate
GOSR1	ENST00000225724	1	0	9	8	3	8	6.4200e-01	NA	0	6	Moderate
BTG4	ENST00000356018	1	0	27	8	4	0	7.3700e-01	NA	0	6	Moderate
RPL30	ENST00000521291	0	0	18	0	7	0	4.8600e-01	NA	0	6	Moderate
IGSF5	ENST00000380588	0	0	19	0	10	0	1.6780e+00	NA	0	5	Low
IGFL2	ENST00000434646	3	1	48	24	14	0	1.6500e+00	NA	0	3	Low
ELMOD2	ENST00000323570	0	0	15	0	2	0	5.0000e-01	NA	0	6	Moderate
HAVCR1	ENST00000339252	2	0	78	26	4	0	1.2630e+00	NA	0	6	Moderate
SHC3	ENST00000375835	1	1	29	5	14	5	5.4000e-01	NA	0	3	Low
DYNC2H1	ENST00000398093	0	0	0	0	0	0	5.7600e-01	30	0	0	Unknown
RSPH10B2	ENST00000403107	1	0	6	0	1	0	5.9600e-01	NA	0	6	Moderate
RNF5	ENST00000375094	0	0	31	8	11	0	1.3300e+00	NA	0	6	Moderate
SIRPD	ENST00000381623	11	1	153	87	10	0	1.8860e+00	NA	0	3	Low
KLHL25	ENST00000337975	1	0	34	8	5	0	1.9150e+00	NA	0	5	Low
KRI1	ENST00000312962	0	0	1	0	0	0	8.7600e-01	NA	0	2	Low
LRP10	ENST00000359591	1	0	74	8	15	8	8.9200e-01	NA	0	6	Moderate
PUS7L	ENST00000416848	2	0	71	31	5	0	8.4300e-01	NA	0	6	Moderate
MGMT	ENST00000306010	0	0	0	0	0	0	1.7830e+00	NA	0	1	Unknown
NUTM2F	ENST00000253262	0	0	3	0	2	0	1.2220e+00	NA	0	6	Moderate
HOXD1	ENST00000331462	1	0	20	8	14	8	1.2060e+00	NA	0	6	Moderate
PIEZO1	ENST00000301015	1	0	18	8	8	8	5.8100e-01	NA	0	8	High
CSH1	ENST00000316193	0	0	18	0	8	0	1.7600e+00	NA	0	4	Low
ATG16L2	ENST00000321297	0	0	12	0	7	0	1.0800e+00	NA	0	6	Moderate
EXOSC8	ENST00000389704	0	0	30	0	19	0	1.6850e+00	NA	0	5	Low
CHODL	ENST00000299295	1	0	45	8	15	8	1.3580e+00	NA	0	6	Moderate
SLC28A1	ENST00000394573	1	0	35	16	7	8	1.2520e+00	NA	0	6	Moderate
MYO7B	ENST00000428314	0	0	8	0	5	0	7.3300e-01	NA	0	6	Moderate
SEH1L	ENST00000399892	0	0	10	0	6	0	5.0700e-01	NA	0	6	Moderate
MSANTD3-TMEFF1	ENST00000502978	0	0	0	0	0	0	5.1400e-01	NA	0	0	Unknown
TM4SF2	ENST00000465127	0	0	0	0	0	0	4.9900e-01	NA	0	1	Unknown
MTNR1A	ENST00000307161	1	1	16	5	11	5	1.7690e+00	NA	0	3	Low
TSPAN5	ENST00000305798	0	0	33	0	7	0	3.8100e-01	NA	0	6	Moderate
AMIGO1	ENST00000369864	2	0	32	16	1	8	2.3800e-01	NA	0	7	High
ATAD3A	ENST00000378755	0	0	5	0	3	0	8.2700e-01	NA	0	6	Moderate
OSGIN2	ENST00000451899	0	0	17	0	12	0	4.2700e-01	NA	0	6	Moderate
DARC	ENST00000368121	0	0	2	0	1	0	1.5980e+00	NA	0	5	Low
PDIK1L	ENST00000374271	3	0	41	32	6	8	6.4300e-01	NA	0	6	Moderate
SHMT1	ENST00000316694	0	0	16	0	4	0	1.3620e+00	NA	0	6	Moderate
CRISP3	ENST00000433368	0	0	11	0	3	0	1.1120e+00	NA	0	6	Moderate
POPDC2	ENST00000264231	1	0	25	16	3	8	1.0760e+00	NA	0	6	Moderate
ZRANB2	ENST00000370920	1	0	43	5	7	0	1.8100e-01	NA	0	7	High
FBXL8	ENST00000258200	0	0	14	0	7	0	1.9140e+00	NA	0	5	Low
TRIP13	ENST00000166345	1	0	33	8	12	8	2.5000e-01	NA	0	8	High
RSPH6A	ENST00000221538	0	0	15	0	8	0	9.4400e-01	NA	0	6	Moderate
SRSF4	ENST00000373795	0	0	21	0	7	0	3.7800e-01	NA	0	6	Moderate
EIF5AL1	ENST00000520547	0	0	5	0	1	0	1.8260e+00	NA	0	5	Low
IL6	ENST00000404625	2	1	67	21	7	8	7.5300e-01	NA	0	3	Low
CXorf38	ENST00000327877	0	0	3	0	2	0	1.0760e+00	NA	0	6	Moderate
IFNA16	ENST00000380216	0	0	0	0	0	0	NA	NA	0	1	Unknown
CPED1	ENST00000310396	6	0	72	58	10	5	9.9800e-01	NA	0	6	Moderate
FBXL2	ENST00000484457	0	0	8	0	3	0	5.2000e-01	NA	0	6	Moderate
BRD1	ENST00000216267	2	0	80	32	5	0	2.4500e-01	NA	0	7	High
STATH	ENST00000246895	0	0	13	0	1	0	1.8080e+00	NA	0	5	Low
FBXO44	ENST00000376770	3	0	65	21	2	0	1.1390e+00	NA	0	6	Moderate
AL592284.1	ENST00000538264	0	0	0	0	0	0	1.8650e+00	NA	0	1	Unknown
KRBA2	ENST00000331336	0	0	1	0	1	0	1.2760e+00	NA	0	6	Moderate
MCCC2	ENST00000340941	0	0	13	0	9	0	8.9700e-01	NA	0	8	High
IVD	ENST00000487418	0	0	2	0	1	0	1.3500e+00	NA	6	8	High
SPRED3	ENST00000338502	1	1	13	8	3	8	6.8700e-01	NA	0	3	Low
RIPPLY2	ENST00000369689	0	0	16	0	12	0	1.2630e+00	NA	0	6	Moderate
EPOR	ENST00000222139	0	0	14	0	9	0	6.5200e-01	NA	0	6	Moderate
ARIH2OS	ENST00000408959	1	0	23	16	6	8	NA	NA	0	6	Moderate
MVP	ENST00000357402	0	0	24	0	1	0	7.2600e-01	NA	0	6	Moderate
ZMYM1	ENST00000373330	0	0	25	0	11	0	6.6300e-01	NA	0	6	Moderate
BCL7C	ENST00000215115	5	0	96	66	17	0	7.2300e-01	NA	0	6	Moderate
ZC3H18	ENST00000301011	1	0	19	16	7	8	1.2600e-01	NA	0	7	High
PSTPIP2	ENST00000409746	0	0	6	0	4	0	5.6700e-01	NA	0	6	Moderate
RP11-863K10.7	ENST00000330539	0	0	28	8	8	0	NA	NA	0	6	Moderate
ARHGEF40	ENST00000298694	0	0	7	0	6	0	5.0000e-01	NA	0	6	Moderate
LYPD1	ENST00000397463	1	0	12	8	1	8	1.7380e+00	NA	0	5	Low
ZP3	ENST00000394857	0	1	10	0	3	0	9.5200e-01	NA	0	3	Low
OR8G5	ENST00000524943	0	0	0	0	0	0	1.5580e+00	NA	0	0	Unknown
BCAS4	ENST00000358791	0	0	7	0	6	0	1.5570e+00	NA	0	6	Moderate
ISY1	ENST00000273541	0	0	7	0	2	0	1.1400e-01	NA	0	7	High
AL162424.1	ENST00000600713	0	0	0	0	0	0	NA	NA	0	0	Unknown
ZNF831	ENST00000371030	0	0	0	0	0	0	7.3900e-01	NA	0	0	Unknown
C1orf233	ENST00000422725	0	0	3	0	1	0	1.8280e+00	NA	0	5	Low
PRAMEF2	ENST00000240189	0	0	14	0	5	0	1.8100e+00	NA	0	5	Low
CUL1	ENST00000325222	4	0	40	29	5	0	1.4400e-01	NA	0	7	High
RNF213	ENST00000582970	2	0	18	15	7	15	6.5600e-01	NA	0	6	Moderate
DHX9	ENST00000367549	0	0	20	0	5	0	1.0500e-01	NA	0	7	High
AC112715.2	ENST00000445534	0	0	4	0	1	0	1.6460e+00	NA	0	5	Low
MRPL43	ENST00000342071	0	0	6	0	0	0	1.4770e+00	NA	0	2	Low
NCKAP1	ENST00000360982	2	0	78	13	11	13	4.4000e-02	3	0	8	High
AL031590.1	ENST00000456974	0	0	0	0	0	0	1.7670e+00	NA	0	0	Unknown
KDM4E	ENST00000450979	0	0	43	0	7	0	1.3250e+00	NA	0	6	Moderate
XPR1	ENST00000367590	1	0	22	8	7	0	1.5600e-01	NA	0	7	High
PKN2	ENST00000370521	1	0	30	21	2	0	1.5000e-01	NA	0	7	High
PODNL1	ENST00000339560	1	1	38	8	21	0	1.6240e+00	NA	0	3	Low
ZNF333	ENST00000292530	0	0	11	0	6	0	1.2440e+00	NA	0	6	Moderate
DALRD3	ENST00000341949	0	0	0	0	0	0	1.1430e+00	NA	0	1	Unknown
AE000662.92	ENST00000557595	0	0	26	0	2	0	1.9290e+00	NA	0	5	Low
OPN1SW	ENST00000249389	0	0	0	0	0	0	7.8600e-01	NA	0	0	Unknown
BTBD6	ENST00000392554	0	0	24	0	11	0	1.0630e+00	NA	0	6	Moderate
DUSP11	ENST00000272444	0	0	6	0	6	0	1.0910e+00	NA	0	6	Moderate
C11orf82	ENST00000533655	2	0	27	16	8	0	8.6400e-01	NA	0	6	Moderate
OR5P3	ENST00000328375	0	0	0	0	0	0	1.2860e+00	NA	0	0	Unknown
L1CAM	ENST00000370060	0	0	14	0	8	0	1.2900e-01	3	2	8	High
SRCIN1	ENST00000264659	0	0	11	0	9	0	2.1300e-01	NA	0	7	High
NEK11	ENST00000383366	1	0	42	16	1	8	1.2240e+00	NA	0	6	Moderate
CREB3L2	ENST00000330387	1	0	38	8	8	8	6.5700e-01	NA	0	6	Moderate
CNTN3	ENST00000263665	0	0	4	0	2	0	5.1400e-01	NA	0	6	Moderate
OR6F1	ENST00000302084	0	0	5	0	4	0	1.9250e+00	NA	0	5	Low
ZBTB37	ENST00000367701	1	0	28	8	5	8	3.3900e-01	NA	0	7	High
KIAA1324L	ENST00000450689	0	0	16	0	11	0	5.3500e-01	NA	0	6	Moderate
NDUFB10	ENST00000268668	0	0	7	0	2	0	1.0940e+00	NA	0	6	Moderate
NUDT2	ENST00000379158	3	0	48	24	7	0	1.4500e+00	NA	0	6	Moderate
GTPBP8	ENST00000383678	0	0	10	0	5	0	1.5130e+00	NA	0	6	Moderate
CACNA1D	ENST00000288139	0	0	13	0	5	0	2.1400e-01	NA	0	8	High
PRKAA2	ENST00000371244	0	0	5	0	5	0	9.2100e-01	NA	0	6	Moderate
PRDM8	ENST00000339711	6	0	169	63	10	0	4.2800e-01	NA	0	6	Moderate
KRT14	ENST00000167586	0	0	4	0	0	0	8.4600e-01	NA	0	2	Low
RFPL4AL1	ENST00000341750	0	0	7	0	5	0	1.4660e+00	NA	0	6	Moderate
ABCG2	ENST00000237612	0	0	59	16	0	0	1.5490e+00	NA	0	2	Low
BBS2	ENST00000245157	1	0	47	16	6	0	1.0660e+00	NA	4	8	High
MRPL18	ENST00000367034	1	0	16	8	6	8	1.3060e+00	NA	0	6	Moderate
PACRG	ENST00000337019	1	0	23	8	2	8	1.2440e+00	NA	0	6	Moderate
PGAM5	ENST00000498926	0	0	3	0	2	0	1.2190e+00	NA	0	6	Moderate
FBXO21	ENST00000330622	0	0	0	0	0	0	3.1400e-01	NA	0	0	Unknown
KREMEN2	ENST00000303746	1	0	62	8	9	0	9.1700e-01	NA	0	6	Moderate
GRB10	ENST00000398812	0	0	7	0	5	0	3.3500e-01	0	0	7	High
CCDC154	ENST00000389176	0	0	19	0	10	0	1.1510e+00	NA	0	6	Moderate
CLSTN1	ENST00000377298	1	0	57	8	3	0	3.0800e-01	NA	0	7	High
PCDHA10	ENST00000307360	0	0	0	0	0	0	1.2040e+00	NA	0	0	Unknown
LMAN2	ENST00000303127	0	3	26	5	11	0	9.2800e-01	NA	0	3	Low
R3HCC1L	ENST00000298999	2	0	47	21	6	8	9.9700e-01	NA	0	6	Moderate
NIPSNAP3A	ENST00000374767	0	0	10	0	5	0	1.8080e+00	NA	0	5	Low
INSIG2	ENST00000245787	2	0	25	13	0	0	7.7100e-01	NA	0	2	Low
PCDHB7	ENST00000231137	1	0	37	8	8	0	1.7980e+00	NA	0	5	Low
STXBP2	ENST00000221283	0	0	1	0	0	0	8.4200e-01	NA	0	2	Low
ZNF155	ENST00000407951	0	1	28	0	15	0	1.9270e+00	NA	0	3	Low
SEMA5B	ENST00000451055	0	0	0	0	0	0	6.0400e-01	NA	0	1	Unknown
C19orf66	ENST00000253110	0	0	29	0	13	0	6.4100e-01	NA	0	6	Moderate
COQ6	ENST00000334571	0	0	6	0	3	0	1.3280e+00	NA	0	6	Moderate
TSPAN15	ENST00000373290	0	0	9	0	1	0	7.8200e-01	NA	0	6	Moderate
PRPF4	ENST00000374198	0	0	12	0	7	0	2.2700e-01	NA	0	7	High
LATS2	ENST00000382592	3	1	46	24	4	0	2.9700e-01	NA	0	3	Low
MS4A1	ENST00000534668	1	2	30	4	7	4	1.2660e+00	NA	0	3	Low
PGK2	ENST00000304801	0	0	24	0	15	0	1.6080e+00	NA	0	5	Low
SELK	ENST00000495461	1	0	20	13	12	5	1.7490e+00	NA	0	5	Low
TYW3	ENST00000370867	1	1	8	8	2	8	1.0550e+00	NA	0	3	Low
KRTAP5-1	ENST00000382171	0	0	2	0	0	0	1.3420e+00	NA	0	2	Low
LURAP1	ENST00000371980	0	0	6	0	5	0	1.1820e+00	NA	0	6	Moderate
RCCD1	ENST00000394258	1	0	22	8	11	0	1.5360e+00	NA	0	6	Moderate
DDX28	ENST00000332395	3	0	83	29	11	8	1.4140e+00	NA	0	6	Moderate
BTN1A1	ENST00000244513	0	0	12	0	7	0	1.0850e+00	NA	0	6	Moderate
TMEM65	ENST00000297632	1	0	47	8	16	8	8.3500e-01	NA	0	6	Moderate
TTC31	ENST00000233623	0	0	0	0	0	0	1.3120e+00	NA	0	1	Unknown
TRIM67	ENST00000366653	0	0	0	0	0	0	3.2600e-01	NA	0	0	Unknown
WDR46	ENST00000374617	2	1	48	13	18	0	9.4700e-01	NA	0	3	Low
CHP2	ENST00000300113	0	0	44	0	29	0	1.4650e+00	NA	0	6	Moderate
LSP1	ENST00000599825	0	1	13	0	1	0	8.9600e-01	NA	0	3	Low
EXOSC1	ENST00000370902	0	0	0	0	0	0	1.4850e+00	NA	0	1	Unknown
ARHGAP18	ENST00000368149	0	1	8	0	6	0	8.5900e-01	NA	0	3	Low
LRRTM4	ENST00000409093	3	1	47	18	10	13	5.4600e-01	NA	0	3	Low
LY75-CD302	ENST00000504764	0	0	3	0	3	0	9.2600e-01	NA	0	6	Moderate
CACNB4	ENST00000539935	1	0	3	8	2	8	4.9100e-01	NA	0	6	Moderate
MAOB	ENST00000378069	0	0	18	0	14	0	1.4800e-01	NA	0	7	High
RANBP3L	ENST00000502994	3	0	85	37	3	0	1.1770e+00	NA	0	6	Moderate
ATP5L	ENST00000300688	1	0	55	26	8	0	1.5500e+00	NA	0	6	Moderate
ONECUT1	ENST00000305901	0	0	16	8	10	0	5.9200e-01	NA	0	6	Moderate
NUDT9	ENST00000302174	0	0	44	8	5	8	9.4700e-01	NA	0	6	Moderate
STX17	ENST00000259400	1	0	13	8	7	8	9.4500e-01	NA	0	6	Moderate
IGSF10	ENST00000282466	0	0	0	0	0	0	1.2380e+00	NA	0	0	Unknown
TMPRSS9	ENST00000332578	0	0	0	0	0	0	9.6700e-01	NA	0	0	Unknown
ALLC	ENST00000252505	0	0	27	16	6	0	1.4830e+00	NA	0	4	Low
BMPR2	ENST00000374580	5	0	63	37	13	8	1.9100e-01	3	3	8	High
KLF7	ENST00000309446	1	0	41	8	6	0	2.4500e-01	NA	0	7	High
GCC1	ENST00000321407	2	0	42	13	5	0	8.0000e-01	NA	0	6	Moderate
TIMM9	ENST00000395159	0	0	67	18	7	8	1.4640e+00	NA	0	6	Moderate
CDO1	ENST00000250535	2	0	65	16	4	0	9.2700e-01	NA	0	6	Moderate
IFI6	ENST00000339145	0	0	11	0	3	0	1.6480e+00	NA	0	5	Low
DCDC2C	ENST00000423741	0	0	0	0	0	0	9.9200e-01	NA	0	0	Unknown
C3orf84	ENST00000545770	0	0	12	0	7	0	1.4160e+00	NA	0	6	Moderate
FRMD8	ENST00000317568	0	0	14	0	9	0	5.2600e-01	NA	0	6	Moderate
MGAT2	ENST00000305386	4	0	52	45	6	16	7.1600e-01	NA	0	8	High
WBP5	ENST00000372661	0	0	58	8	13	0	1.8210e+00	NA	0	5	Low
NOP56	ENST00000329276	1	1	48	8	18	8	4.0400e-01	NA	0	3	Low
CNIH2	ENST00000311445	1	0	13	5	4	5	3.1400e-01	NA	0	7	High
KCNH8	ENST00000328405	0	1	22	0	12	0	6.6600e-01	NA	0	3	Low
KIAA0907	ENST00000368321	0	0	3	0	0	0	3.2000e-01	NA	0	2	Low
MYRF	ENST00000278836	1	0	6	8	5	8	1.1700e-01	NA	0	7	High
CTSG	ENST00000216336	0	0	3	0	1	0	1.3230e+00	NA	0	6	Moderate
GRIK1	ENST00000399907	3	0	45	21	3	5	7.2000e-01	NA	0	6	Moderate
CUL5	ENST00000393094	2	0	69	21	17	8	1.5900e-01	NA	0	7	High
FRMD1	ENST00000283309	0	1	8	0	5	0	1.2960e+00	NA	0	3	Low
OR9A4	ENST00000548136	0	0	7	0	3	0	1.9240e+00	NA	0	5	Low
SYT6	ENST00000609117	0	1	20	0	3	0	7.8000e-01	NA	0	3	Low
CHTF8	ENST00000574807	0	0	4	0	1	0	5.1300e-01	NA	0	6	Moderate
NOL12	ENST00000359114	0	1	8	0	6	0	1.1300e+00	NA	0	3	Low
ANAPC2	ENST00000323927	0	0	0	0	0	0	1.7500e-01	NA	0	1	Unknown
CERS5	ENST00000317551	0	0	15	0	4	0	9.6400e-01	NA	0	6	Moderate
OPN5	ENST00000371211	0	0	2	0	1	0	3.9500e-01	NA	0	6	Moderate
TAF13	ENST00000338366	0	0	8	0	4	0	1.0850e+00	NA	0	6	Moderate
LYG2	ENST00000333017	0	0	22	0	14	0	1.8330e+00	NA	0	5	Low
GGNBP1	ENST00000374458	2	1	95	16	28	0	7.7600e-01	NA	0	3	Low
C11orf40	ENST00000307616	0	0	0	0	0	0	1.9020e+00	NA	0	0	Unknown
OTX2	ENST00000339475	0	0	34	5	3	0	3.7600e-01	3	0	8	High
REG4	ENST00000354219	4	0	74	29	3	0	1.2520e+00	NA	0	6	Moderate
SLX4	ENST00000294008	3	0	97	29	3	8	8.7200e-01	NA	0	8	High
EIF5	ENST00000216554	2	0	83	32	14	0	2.8500e-01	NA	0	7	High
IQCA1	ENST00000409907	0	0	33	0	4	0	6.8600e-01	NA	0	6	Moderate
PALB2	ENST00000261584	0	0	18	0	11	0	1.0060e+00	NA	167	8	High
SEPSECS	ENST00000382103	0	0	10	0	4	0	9.8900e-01	30	0	6	Moderate
RNASE3	ENST00000304639	0	0	4	0	2	0	NA	NA	0	6	Moderate
HELT	ENST00000338875	0	0	0	0	0	0	1.1770e+00	NA	0	0	Unknown
CTD-2583A14.10	ENST00000598031	0	0	12	0	7	0	1.8250e+00	NA	0	5	Low
TRIM49	ENST00000329758	1	0	52	19	7	0	1.8170e+00	NA	0	5	Low
POLR2K	ENST00000353107	1	0	16	8	0	8	1.8790e+00	NA	0	5	Low
IL17REL	ENST00000389983	2	0	32	21	7	8	7.1900e-01	NA	0	6	Moderate
GPR42	ENST00000454971	2	0	28	15	11	15	1.6610e+00	NA	0	5	Low
C8B	ENST00000371237	0	1	8	0	4	0	1.3340e+00	NA	0	3	Low
PREB	ENST00000260643	2	0	27	24	6	8	7.3500e-01	NA	0	6	Moderate
SASS6	ENST00000287482	0	0	10	0	4	0	6.7900e-01	NA	0	6	Moderate
OR3A3	ENST00000291231	0	0	0	0	0	0	1.9070e+00	NA	0	0	Unknown
TUBA8	ENST00000330423	0	0	7	0	3	0	1.0950e+00	30	0	8	High
STIL	ENST00000371877	0	0	16	0	6	0	3.8300e-01	30	0	8	High
ANKFN1	ENST00000318698	0	0	3	0	1	0	7.5100e-01	NA	0	6	Moderate
HOXC12	ENST00000243103	2	0	11	13	1	0	1.9340e+00	NA	0	5	Low
NME7	ENST00000367811	2	0	37	21	2	8	9.0900e-01	NA	0	6	Moderate
UBE2C	ENST00000356455	0	0	14	0	7	0	8.4800e-01	NA	0	6	Moderate
FHOD1	ENST00000258201	0	0	20	0	3	0	8.7600e-01	NA	0	6	Moderate
CDK2AP1	ENST00000261692	0	0	32	0	15	0	8.5700e-01	NA	0	6	Moderate
DHPS	ENST00000210060	0	0	13	0	6	0	8.7300e-01	NA	0	6	Moderate
OR6K2	ENST00000359610	0	0	6	0	5	0	1.8830e+00	NA	0	5	Low
RPL5	ENST00000370321	0	0	10	0	5	0	1.6700e-01	NA	0	7	High
FFAR4	ENST00000371483	0	0	2	0	1	0	1.2590e+00	NA	0	6	Moderate
HCCS	ENST00000321143	0	0	24	0	7	0	4.1400e-01	3	0	8	High
DENND1B	ENST00000367396	2	0	12	13	6	5	4.8600e-01	NA	0	6	Moderate
LHX3	ENST00000371746	0	0	10	0	8	0	7.4200e-01	30	0	8	High
TMEM8C	ENST00000339996	0	0	11	0	7	0	1.2830e+00	NA	0	6	Moderate
OR5D16	ENST00000378396	0	0	0	0	0	0	NA	NA	0	0	Unknown
CXorf57	ENST00000372548	0	0	11	0	7	0	6.4800e-01	NA	0	6	Moderate
IRF2BP1	ENST00000302165	0	0	34	0	17	0	2.5900e-01	NA	0	7	High
FAM173B	ENST00000511437	0	0	1	0	1	0	1.6620e+00	NA	0	5	Low
LCE3D	ENST00000368787	0	0	5	0	1	0	1.9040e+00	NA	0	5	Low
NDST2	ENST00000309979	4	0	68	42	2	0	4.1900e-01	NA	0	6	Moderate
BOLL	ENST00000321801	1	0	53	8	1	8	5.7600e-01	NA	0	6	Moderate
SYT3	ENST00000338916	3	0	79	42	6	0	3.9800e-01	NA	0	6	Moderate
METTL22	ENST00000381920	3	0	33	21	5	8	1.3540e+00	NA	0	6	Moderate
PIH1D2	ENST00000280350	1	0	33	13	3	0	1.4820e+00	NA	0	6	Moderate
TEX35	ENST00000319416	0	0	18	0	8	0	1.3620e+00	NA	0	6	Moderate
IL1R2	ENST00000332549	0	0	40	0	12	0	1.6900e+00	NA	0	5	Low
SLAMF9	ENST00000368093	0	0	16	8	3	0	1.2780e+00	NA	0	6	Moderate
FLJ20373	ENST00000414004	2	0	33	21	2	0	NA	NA	0	6	Moderate
PIK3CA	ENST00000263967	0	0	13	13	3	0	1.1700e-01	0	0	7	High
PPME1	ENST00000328257	0	0	32	8	12	0	1.9300e-01	NA	0	7	High
TRAPPC1	ENST00000303731	0	0	13	0	11	0	9.0200e-01	NA	0	6	Moderate
